sequence_id,country_id,institute_id,original_sequence,Amikacin,Bedaquiline,Clofazimine,Delamanid,Ethambutol,Ethionamide,Isoniazid,Kanamycin,Levofloxacin,Linezolid,Moxifloxacin,Rifampicin,Rifabutin,group_key
ERR3287730,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287730/ERR3287730_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287730/ERR3287730_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0672
ERR3287700,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287700/ERR3287700_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287700/ERR3287700_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMOP-0642
ERR3287728,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287728/ERR3287728_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287728/ERR3287728_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0670
ERR3287679,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287679/ERR3287679_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287679/ERR3287679_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMK-1000
ERR3287689,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287689/ERR3287689_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287689/ERR3287689_2.fastq.gz",S,S,S,S,S,S,R,S,R,S,R,S,S,PMK-1010
ERR3287704,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287704/ERR3287704_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287704/ERR3287704_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMOP-0646
ERR3287734,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287734/ERR3287734_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287734/ERR3287734_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0676
ERR3287688,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287688/ERR3287688_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287688/ERR3287688_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMK-1009
ERR3287687,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287687/ERR3287687_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287687/ERR3287687_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-1008
ERR3287701,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287701/ERR3287701_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287701/ERR3287701_2.fastq.gz",S,S,S,S,R,I,R,S,S,S,S,R,R,PMOP-0643
ERR3287710,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287710/ERR3287710_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287710/ERR3287710_2.fastq.gz",R,S,S,S,R,S,R,R,R,S,R,R,S,PMOP-0652
ERR3287714,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287714/ERR3287714_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287714/ERR3287714_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0656
ERR3287748,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287748/ERR3287748_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287748/ERR3287748_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0690
ERR3287736,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287736/ERR3287736_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287736/ERR3287736_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0678
ERR3287741,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287741/ERR3287741_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287741/ERR3287741_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PMFR-0683
ERR3287738,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287738/ERR3287738_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287738/ERR3287738_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0680
ERR3287727,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287727/ERR3287727_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287727/ERR3287727_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,PMFR-0669
ERR3287717,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287717/ERR3287717_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287717/ERR3287717_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0659
ERR3287746,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287746/ERR3287746_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287746/ERR3287746_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,S,S,PMFR-0688
ERR3287703,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287703/ERR3287703_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287703/ERR3287703_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMOP-0645
ERR3287731,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287731/ERR3287731_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287731/ERR3287731_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0673
ERR3287740,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287740/ERR3287740_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287740/ERR3287740_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0682
ERR3287723,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287723/ERR3287723_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287723/ERR3287723_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0665
ERR3287739,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287739/ERR3287739_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287739/ERR3287739_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0681
ERR3287754,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287754/ERR3287754_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287754/ERR3287754_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0696
ERR3287682,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287682/ERR3287682_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287682/ERR3287682_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMK-1003
ERR3287755,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287755/ERR3287755_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287755/ERR3287755_2.fastq.gz",R,S,S,S,I,S,R,R,S,S,S,R,S,PMFR-0697
ERR3287732,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287732/ERR3287732_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287732/ERR3287732_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0674
ERR3287769,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287769/ERR3287769_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287769/ERR3287769_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0711
ERR3287742,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287742/ERR3287742_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287742/ERR3287742_2.fastq.gz",S,S,S,S,I,I,R,S,S,S,S,R,R,PMFR-0684
ERR3287762,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287762/ERR3287762_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287762/ERR3287762_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMFR-0704
ERR3287753,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287753/ERR3287753_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287753/ERR3287753_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0695
ERR3287712,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287712/ERR3287712_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287712/ERR3287712_2.fastq.gz",S,S,S,S,S,R,R,S,R,S,R,S,S,PMOP-0654
ERR3287724,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287724/ERR3287724_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287724/ERR3287724_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0666
ERR3287759,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287759/ERR3287759_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287759/ERR3287759_2.fastq.gz",S,S,S,S,S,R,R,S,S,S,S,R,R,PMFR-0701
ERR3287750,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287750/ERR3287750_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287750/ERR3287750_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0692
ERR3287756,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287756/ERR3287756_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287756/ERR3287756_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,R,R,PMFR-0698
ERR3287745,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287745/ERR3287745_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287745/ERR3287745_2.fastq.gz",R,S,S,S,S,S,R,R,S,S,S,R,S,PMFR-0687
ERR3287721,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287721/ERR3287721_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287721/ERR3287721_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,S,PMFR-0663
ERR3287758,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287758/ERR3287758_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287758/ERR3287758_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0700
ERR3287747,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287747/ERR3287747_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287747/ERR3287747_2.fastq.gz",S,S,S,S,S,I,R,S,S,S,S,R,R,PMFR-0689
ERR3287744,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287744/ERR3287744_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287744/ERR3287744_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,S,S,PMFR-0686
ERR3287743,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287743/ERR3287743_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287743/ERR3287743_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0685
ERR3287772,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287772/ERR3287772_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287772/ERR3287772_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0714
ERR3287763,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287763/ERR3287763_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287763/ERR3287763_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0705
ERR3287752,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287752/ERR3287752_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287752/ERR3287752_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0694
ERR3287757,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287757/ERR3287757_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287757/ERR3287757_2.fastq.gz",S,S,S,S,I,R,R,S,S,S,S,R,R,PMFR-0699
ERR3287768,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287768/ERR3287768_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/008/ERR3287768/ERR3287768_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0710
ERR3287761,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287761/ERR3287761_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287761/ERR3287761_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0703
ERR3287767,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287767/ERR3287767_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287767/ERR3287767_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0709
ERR3287775,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287775/ERR3287775_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287775/ERR3287775_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,PMFR-0717
ERR3287766,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287766/ERR3287766_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287766/ERR3287766_2.fastq.gz",S,S,NA,S,R,S,R,S,S,S,S,R,R,PMFR-0708
ERR3287771,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287771/ERR3287771_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287771/ERR3287771_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0713
ERR3287735,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287735/ERR3287735_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/005/ERR3287735/ERR3287735_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0677
ERR3287770,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287770/ERR3287770_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287770/ERR3287770_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PMFR-0712
ERR3287780,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287780/ERR3287780_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287780/ERR3287780_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,S,S,PMFR-0722
ERR3287749,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287749/ERR3287749_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287749/ERR3287749_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,R,PMFR-0691
ERR3287779,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287779/ERR3287779_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287779/ERR3287779_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,PMFR-0721
ERR3287787,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287787/ERR3287787_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287787/ERR3287787_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0729
ERR3287776,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287776/ERR3287776_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287776/ERR3287776_2.fastq.gz",S,S,S,S,I,S,R,S,S,S,S,R,S,PMFR-0718
ERR3287751,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287751/ERR3287751_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287751/ERR3287751_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0693
ERR3287801,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287801/ERR3287801_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287801/ERR3287801_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0742
ERR3287781,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287781/ERR3287781_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287781/ERR3287781_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,R,PMFR-0723
ERR3287817,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287817/ERR3287817_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287817/ERR3287817_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,PSLM-0758
ERR3287774,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287774/ERR3287774_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287774/ERR3287774_2.fastq.gz",S,S,S,S,S,S,R,S,S,S,S,R,R,PMFR-0716
ERR3287784,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287784/ERR3287784_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287784/ERR3287784_2.fastq.gz",R,S,S,S,R,S,R,R,S,S,S,R,S,PMFR-0726
ERR3287789,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287789/ERR3287789_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287789/ERR3287789_2.fastq.gz",R,S,S,S,I,R,R,R,S,S,S,R,R,PMFR-0730
ERR3287782,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287782/ERR3287782_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/002/ERR3287782/ERR3287782_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0724
ERR3287794,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287794/ERR3287794_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287794/ERR3287794_2.fastq.gz",R,S,S,S,R,I,R,R,S,S,S,R,R,PMFR-0735
ERR3287790,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287790/ERR3287790_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/000/ERR3287790/ERR3287790_2.fastq.gz",S,S,S,S,R,S,R,S,S,S,S,R,S,PMFR-0731
ERR3287791,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287791/ERR3287791_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/001/ERR3287791/ERR3287791_2.fastq.gz",R,S,S,S,I,S,R,R,S,S,S,R,R,PMFR-0732
ERR3287804,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287804/ERR3287804_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/004/ERR3287804/ERR3287804_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,R,R,PMFR-0745
ERR3287827,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287827/ERR3287827_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/007/ERR3287827/ERR3287827_2.fastq.gz",S,S,S,S,S,R,S,S,S,S,S,R,R,PSLM-0769
ERR3287799,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287799/ERR3287799_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/009/ERR3287799/ERR3287799_2.fastq.gz",R,S,S,S,S,S,R,R,S,S,S,R,S,PMFR-0740
ERR3287826,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287826/ERR3287826_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/006/ERR3287826/ERR3287826_2.fastq.gz",R,S,S,S,R,R,R,R,S,S,S,S,S,PSLM-0768
ERR3287803,Peru,Universidad Peruana Cayetano Heredia,"ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287803/ERR3287803_1.fastq.gz, ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR328/003/ERR3287803/ERR3287803_2.fastq.gz",S,S,S,S,S,S,S,S,S,S,S,S,S,PMFR-0744
